0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,2.47,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-5.42003,0,20,1|
-0.024592,0,-0.499397,0,0,0.5,0,0,0.499397,0,-0.024592,0,-5.47003,0,20,1|
-0.024592,0,-0.499397,0,0,0.5,0,0,0.499397,0,-0.024592,0,-5.13425,0,26.8223,1|
-0.499918,0,0.00920322,0,0,0.5,0,0,-0.00920322,0,-0.499918,0,-5.13425,0,26.8223,1|
-0.499918,0,0.00920322,0,0,0.5,0,0,-0.00920322,0,-0.499918,0,-3.97445,0,26.8009,1|
0.00380551,0,0.499989,0,0,0.5,0,0,-0.499989,0,0.00380551,0,-3.97445,0,26.8009,1|
0.00380551,0,0.499989,0,0,0.5,0,0,-0.499989,0,0.00380551,0,-3.99483,0,24.1208,1|
-0.495001,0,-0.0705605,0,0,0.5,0,0,0.0705605,0,-0.495001,0,-3.99483,0,24.1208,1|
-0.495001,0,-0.0705605,0,0,0.5,0,0,0.0705605,0,-0.495001,0,-3.12362,0,24.245,1|
-0.375381,0,-0.330294,0,0,0.5,0,0,0.330294,0,-0.375381,0,-3.12362,0,24.245,1|
-0.375381,0,-0.330294,0,0,0.5,0,0,0.330294,0,-0.375381,0,-1.45694,0,25.7114,1|
0.31858,0,0.385374,0,0,0.5,0,0,-0.385374,0,0.31858,0,-1.44193,0,25.7246,1|
-0.253801,0,-0.430806,0,0,0.5,0,0,0.430806,0,-0.253801,0,-1.44193,0,25.7246,1|
-0.253801,0,-0.430806,0,0,0.5,0,0,0.430806,0,-0.253801,0,-2.11196,0,24.5873,1|
0.497513,0,-0.0499179,0,0,0.5,0,0,0.0499179,0,0.497513,0,-2.11196,0,24.5873,1|
0.497513,0,-0.0499179,0,0,0.5,0,0,0.0499179,0,0.497513,0,0.674113,0,24.308,1|
0.497513,0,-0.0499179,0,0,0.5,0,0,0.0499179,0,0.497513,0,3.07212,0,24.0676,1|
0.497513,0,-0.0499179,0,0,0.5,0,0,0.0499179,0,0.497513,0,4.08703,0,23.9659,1|
-0.132985,0,0.482003,0,0,0.5,0,0,-0.482003,0,-0.132985,0,4.08703,0,23.9659,1|
-0.142598,0,0.479248,0,0,0.5,0,0,-0.479248,0,-0.142598,0,4.42357,0,22.8349,1|
-0.142598,0,0.479248,0,0,0.5,0,0,-0.479248,0,-0.142598,0,4.63176,0,22.1352,1|
